Latitude,Longitude,SkillRequired,StartTimeWindow,EndTimeWindow,StartDateWindow,EndDateWindow,Price
40.419735,-86.965607,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,225
40.412836,-86.802267,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.412836,-86.801009,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.412259,-86.799949,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.450034,-86.963913,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,100
40.450814,-86.949642,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.451243,-86.833588,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.393922,-86.857391,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.450676,-86.970034,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.395537,-86.896272,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.440814,-86.848642,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,175
40.451442,-86.954425,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,200
40.451054,-86.956742,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,225
40.451272,-86.833632,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.45013,-86.963654,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.450825,-86.949626,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.451288,-86.833616,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,100
40.451469,-86.954426,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,125
40.451644,-86.953299,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,150
40.464332,-86.949641,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.451482,-86.954442,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.489963,-86.949397,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.412244,-86.799933,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,175
40.355494,-86.860201,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,200
40.45248,-86.894981,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,225
40.462635,-86.949112,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.355478,-86.860201,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.450287,-86.963406,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.45117,-86.956743,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,100
40.46354,-86.948667,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,125
40.450783,-86.970085,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,150
40.450301,-86.964023,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.464565,-86.95002,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.450317,-86.963303,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.422502,-86.801661,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,175
40.420155,-86.788674,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,200
40.451998,-86.831064,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,225
40.452136,-87.032939,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.355479,-86.860058,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.45026,-86.963417,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.450431,-86.827916,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,100
40.456238,-87.018646,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,125
40.394102,-86.873417,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,150
40.450466,-86.827913,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.451778,-86.774719,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.363415,-86.900377,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.412849,-86.802261,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,175
40.46511,-86.948677,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,200
40.349355,-86.859613,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,225
40.463542,-86.948775,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.458462,-87.0187,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.422847,-86.804418,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.452133,-86.781235,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,100
40.412138,-86.799951,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,125
40.348425,-86.85967,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,150
40.46763,-86.949161,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.46763,-86.949161,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.450465,-86.964171,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.450541,-86.963039,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,175
40.422509,-86.801612,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,200
40.412126,-86.799935,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,225
40.422548,-86.801596,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.349376,-86.859331,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.451209,-86.970328,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.342588,-86.899176,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,100
40.4121,-86.803391,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.349388,-86.859367,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.412016,-86.799953,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.348459,-86.859052,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.451323,-86.970392,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.45134,-86.970401,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,175
40.450885,-86.96324,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,200
40.412007,-86.799937,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,225
40.349424,-86.859072,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.451472,-86.970445,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.450737,-86.964417,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.353458,-86.893489,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,100
40.417795,-86.860768,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,125
40.249229,-86.904182,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,150
40.449984,-86.953266,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.348521,-86.85875,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.450763,-86.964411,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.439711,-86.848182,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,175
40.454034,-86.829676,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,200
40.452995,-86.831009,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,225
40.439692,-86.848112,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.453363,-86.833882,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.439667,-86.848092,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.395507,-86.868126,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,100
40.462636,-86.949466,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,125
40.439674,-86.848041,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,150
40.452839,-86.827057,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.462619,-86.949499,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.379584,-86.732845,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.451865,-86.828562,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,175
40.451141,-86.963471,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,200
40.451416,-86.9675,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,225
40.422798,-86.804451,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.412613,-86.800996,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.411895,-86.799956,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.463528,-86.950752,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,100
40.451431,-86.9675,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,125
40.451939,-86.828556,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,150
40.454495,-86.766572,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.463512,-86.951203,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.348912,-86.857793,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.420204,-86.788139,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,175
40.452179,-86.970604,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,200
40.45193,-86.970607,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,225
40.445942,-86.950516,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.349067,-86.857566,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.414634,-86.797567,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.317868,-86.907186,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,100
40.422989,-86.804276,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,125
40.452019,-86.97061,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,150
40.349663,-86.858537,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.452378,-86.970615,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.442067,-86.965847,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.506199,-86.911288,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,175
40.411738,-86.803371,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,200
40.51314,-86.85637,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,225
40.50952,-86.856828,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.513174,-86.856341,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.452448,-86.970612,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.452455,-86.970612,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,100
40.50952,-86.856756,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.513208,-86.856311,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.509536,-86.85672,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.438098,-86.953125,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.50952,-86.85672,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.437994,-86.953135,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,175
40.513242,-86.856282,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,200
40.511335,-86.857253,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,225
40.437891,-86.953152,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.437731,-86.95353,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.508646,-86.85675,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.509521,-86.856613,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,100
40.418626,-87.030004,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,125
40.450018,-86.953411,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,150
40.436487,-86.95486,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.457977,-87.018692,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.540866,-86.95439,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.438821,-86.953329,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,175
40.420528,-86.86864,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,200
40.511078,-86.856435,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,225
40.508606,-86.856655,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.421862,-86.952517,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.368421,-86.952253,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.437963,-86.954156,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,100
40.436498,-86.954805,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,125
40.455423,-86.829705,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,150
40.452227,-86.949267,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.436482,-86.954789,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.511674,-86.856382,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.438068,-86.954151,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,175
40.43535,-86.953911,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,200
40.511705,-86.85594,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,225
40.438108,-86.954269,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.45545,-86.829706,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.511165,-86.855987,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.43786,-86.954407,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,100
40.435301,-86.954133,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,125
40.455053,-86.825382,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,150
40.438891,-86.95354,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.368436,-86.952461,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.455477,-86.829706,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.454553,-86.831117,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,175
40.35124,-86.855885,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,200
40.438875,-86.953556,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,225
40.454553,-86.831101,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.455071,-86.825351,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.455504,-86.829706,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.351962,-86.855951,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,100
40.508534,-86.856422,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,125
40.45514,-86.825321,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,150
40.45629,-86.828695,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.435141,-86.954549,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.45629,-86.828679,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.437683,-86.954589,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,175
40.585972,-86.730125,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,200
40.379371,-86.951735,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,225
40.451981,-86.949298,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.434837,-86.955677,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.351225,-86.855836,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.438905,-86.953785,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,100
40.439011,-86.955322,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.454076,-87.078566,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.426633,-86.95325,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.455231,-86.825325,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.456361,-86.828696,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.382579,-86.923902,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,175
40.456361,-86.82868,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,200
40.351963,-86.855873,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,225
40.454941,-86.835317,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.351972,-86.855883,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.451794,-86.950394,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.451883,-86.949388,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,100
40.41161,-86.803376,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,125
40.432673,-86.951885,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,150
40.421852,-86.952824,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.456748,-86.826529,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.44036,-86.954719,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.426656,-86.953514,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,175
40.434818,-86.955801,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,200
40.451819,-86.949521,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,225
40.434818,-86.955839,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.451802,-86.949597,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.38018,-86.923874,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.508255,-86.855682,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,100
40.505798,-86.855049,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,125
40.411268,-86.799948,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,150
40.455295,-86.776912,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.426671,-86.953831,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.450884,-86.826987,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.440949,-86.954817,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,175
40.455357,-86.776896,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,200
40.426659,-86.953938,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,225
40.353212,-86.855061,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.44036,-86.954719,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.357188,-86.854865,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.357172,-86.854865,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,100
40.440949,-86.954817,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,125
40.411259,-86.799947,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,150
40.357867,-86.854885,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.357188,-86.854781,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.357883,-86.854871,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.357172,-86.854781,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,175
40.353228,-86.854683,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,200
40.448795,-86.9508,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,225
40.354031,-86.855606,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.357884,-86.854795,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.447723,-86.861028,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.357188,-86.854698,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,100
40.358592,-86.854786,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,125
40.35645,-86.854442,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,150
40.354851,-86.855423,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.58191,-86.742963,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.358593,-86.854708,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.411249,-86.799947,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,175
40.354849,-86.854432,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,200
40.455436,-86.894197,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,225
40.357886,-86.854643,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.44898,-86.950961,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.354833,-86.854356,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.352034,-86.905912,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,100
40.424009,-86.801544,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.418185,-86.809317,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.421137,-86.805038,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.354805,-86.888115,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.35198,-86.855399,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.35198,-86.855399,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,175
40.354849,-86.85428,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,200
40.432123,-86.867708,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,225
40.357871,-86.854501,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.451569,-86.951096,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.380122,-86.739054,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.456303,-86.776917,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,100
40.357872,-86.854424,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,125
40.413774,-86.795031,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,150
40.450846,-86.953598,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.412277,-86.803368,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.506374,-86.911476,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.456452,-86.831149,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,175
40.358583,-86.854424,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,200
40.359312,-86.854468,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,225
40.358589,-86.854889,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.452024,-86.951228,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.356468,-86.854131,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.354832,-86.854152,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,100
40.357873,-86.854347,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,125
40.354049,-86.854137,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,150
40.357889,-86.854339,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.359328,-86.854398,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.359312,-86.854398,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.452137,-86.951327,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,175
40.356468,-86.854038,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,200
40.455212,-87.078564,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,225
40.357182,-86.854828,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.358603,-86.854244,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.353228,-86.853858,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.357172,-86.854258,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,100
40.374069,-86.952911,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,125
40.356468,-86.853945,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,150
40.356461,-86.854721,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.354051,-86.853972,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.421637,-86.956087,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.35789,-86.854187,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,175
40.447107,-86.879434,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,200
40.359328,-86.854213,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,225
40.527256,-86.854278,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.356452,-86.853878,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.456052,-86.994543,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.353212,-86.853686,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,100
40.540904,-86.956471,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,125
40.349752,-86.854599,3,9:00 AM,5:00 PM,1/5/2012,1/7/2012,150
40.354036,-86.853818,1,9:00 AM,5:00 PM,1/7/2012,1/9/2012,100
40.357876,-86.854039,2,9:00 AM,5:00 PM,1/7/2012,1/9/2012,125
40.354053,-86.853723,3,8:00 AM,9:00 AM,1/7/2012,1/9/2012,150
40.353219,-86.853472,1,9:00 AM,10:00 AM,1/10/2012,1/12/2012,175
40.356452,-86.85362,2,1:00 PM,2:00 PM,1/10/2012,1/12/2012,200
40.354031,-86.8536,3,3:00 PM,4:00 PM,1/10/2012,1/12/2012,225
40.354829,-86.853592,1,5:00 PM,7:00 PM,1/1/2012,1/12/2012,100
40.357878,-86.853809,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.354055,-86.853558,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.413394,-86.796642,1,9:00 AM,5:00 PM,1/1/2012,1/12/2012,100
40.35788,-86.853676,2,9:00 AM,5:00 PM,1/1/2012,1/12/2012,125
40.354845,-86.853515,3,9:00 AM,5:00 PM,1/1/2012,1/12/2012,150
40.354056,-86.853475,1,8:00 AM,9:00 AM,1/1/2012,1/1/2012,100
40.354851,-86.853416,2,9:00 AM,10:00 AM,1/1/2012,1/1/2012,125
40.413378,-86.796642,3,1:00 PM,2:00 PM,1/1/2012,1/1/2012,150
40.449942,-86.857321,1,3:00 PM,4:00 PM,1/2/2012,1/2/2012,175
40.357182,-86.853897,2,5:00 PM,7:00 PM,1/2/2012,1/2/2012,200
40.354828,-86.853388,3,9:00 AM,5:00 PM,1/2/2012,1/2/2012,225
40.354042,-86.85331,1,9:00 AM,5:00 PM,1/3/2012,1/3/2012,100
40.356461,-86.853729,2,9:00 AM,5:00 PM,1/3/2012,1/3/2012,125
40.357882,-86.853039,3,9:00 AM,5:00 PM,1/3/2012,1/3/2012,150
40.527731,-86.854297,1,9:00 AM,5:00 PM,1/4/2012,1/4/2012,100
40.356468,-86.853366,2,8:00 AM,9:00 AM,1/4/2012,1/4/2012,125
40.422971,-86.742563,3,9:00 AM,10:00 AM,1/4/2012,1/4/2012,150
40.359317,-86.853173,1,1:00 PM,2:00 PM,1/5/2012,1/5/2012,100
40.357882,-86.852947,2,3:00 PM,4:00 PM,1/5/2012,1/6/2012,125
40.358599,-86.8526,3,5:00 PM,7:00 PM,1/5/2012,1/6/2012,150
40.35354,-86.852979,1,9:00 AM,5:00 PM,1/5/2012,1/7/2012,175
40.357188,-86.853589,2,9:00 AM,5:00 PM,1/5/2012,1/7/2012,200
